State,Pin Code,Sub District,seller_type,layout_type,furnish_type,floors,bathrooms,bedroom,Waterfront_View,Condition of the House,car_parking,grade,area_basement,living_area,price
Bihar,851212,Parbatta,0,1,1,2,3,1,0,1,0,7,0,400,11000
Bihar,851212,Parbatta,0,1,1,1,2,2,0,3,0,7,800,800,15800
Bihar,851212,Parbatta,0,1,1,2,3,2,0,1,0,7,0,900,27000
Bihar,851212,Parbatta,0,0,1,1,3,1,0,1,0,8,0,900,7500
Bihar,851212,Parbatta,0,1,1,1,1,2,0,1,0,7,0,900,27000
Bihar,851212,Parbatta,0,1,1,1,1,2,0,3,0,7,0,850,28000
Bihar,851212,Parbatta,0,1,1,2,3,1,0,1,0,9,0,350,12000
Bihar,851212,Parbatta,0,1,1,2,3,2,0,2,0,9,120,1250,24000
Bihar,851212,Parbatta,0,1,1,2,2,2,0,1,0,9,570,1250,24000
Bihar,851212,Parbatta,0,1,1,1,3,2,0,1,0,9,620,1250,24000
Bihar,851212,Parbatta,0,1,1,1,2,1,0,2,0,8,390,850,14500
Bihar,851212,Parbatta,0,1,1,1,1,1,0,1,0,7,700,850,14500
Bihar,851212,Parbatta,0,1,1,1,3,1,0,1,0,8,1200,850,14500
Bihar,851212,Parbatta,0,1,1,2,3,1,0,2,0,9,0,850,14500
Bihar,851212,Parbatta,0,1,1,2,3,1,0,2,0,9,0,850,14500
Bihar,851212,Parbatta,0,1,1,2,2,1,0,1,0,8,0,850,14500
Bihar,851212,Parbatta,0,1,1,1,2,1,0,1,0,7,0,850,14500
Bihar,851212,Parbatta,0,1,1,2,3,1,0,1,0,8,0,850,14500
Bihar,851212,Parbatta,0,1,1,1,1,1,0,1,0,6,0,400,13000
Bihar,851216,Parbatta,0,0,1,1,2,1,0,1,0,7,0,350,8000
Bihar,851216,Parbatta,0,0,1,2,3,1,0,2,0,8,0,350,8000
Bihar,851216,Parbatta,0,0,1,2,2,1,0,1,0,8,0,350,8000
Bihar,853203,Parbatta,0,0,1,1,2,1,0,3,0,7,490,350,8000
Bihar,853203,Parbatta,0,0,1,1,2,1,0,1,0,7,0,350,8000
Bihar,853203,Parbatta,0,0,1,1,1,1,0,1,0,6,0,350,8000
Bihar,853203,Parbatta,0,0,1,2,3,1,0,3,0,8,0,350,8000
Bihar,853203,Parbatta,0,0,1,2,2,1,0,1,0,8,0,300,7000
Bihar,853203,Parbatta,0,1,1,2,2,2,0,1,0,8,820,900,17800
Bihar,853203,Parbatta,0,1,1,2,2,1,0,1,0,9,0,600,7200
Bihar,853203,Parbatta,0,1,1,2,3,1,0,2,0,9,0,600,7400
Bihar,853203,Parbatta,0,1,1,1,2,1,0,1,0,7,640,550,13100
Bihar,853203,Parbatta,0,1,1,1,2,1,0,1,0,8,750,550,14200
Bihar,853203,Parbatta,0,1,1,1,1,1,0,3,0,6,0,550,14000
Bihar,853203,Parbatta,0,1,1,2,3,1,0,1,0,9,90,500,10800
Bihar,853203,Parbatta,0,1,1,1,2,1,0,2,0,7,0,360,11500
Bihar,853203,Parbatta,0,1,1,2,1,1,0,1,0,7,0,450,14600
Bihar,853203,Parbatta,0,1,1,1,1,1,0,2,0,6,0,320,12000
Bihar,853203,Parbatta,0,1,1,1,3,1,0,1,0,7,0,320,11900
Bihar,853203,Parbatta,0,1,1,2,3,2,0,3,0,8,0,750,7800
Bihar,853203,Parbatta,0,1,1,1,2,2,0,1,0,8,400,750,9100
Bihar,853203,Parbatta,0,1,1,2,3,1,0,1,0,7,0,500,10800
Bihar,853203,Parbatta,0,1,1,2,3,1,0,1,0,9,0,500,8000
Bihar,853203,Parbatta,0,1,1,1,2,1,0,0,0,10,0,500,10500
Bihar,853203,Parbatta,0,1,1,2,3,1,0,1,0,8,0,300,11400
Bihar,853203,Parbatta,0,1,1,1,2,1,0,1,0,8,340,700,20900
Bihar,853203,Parbatta,0,1,1,1,2,1,0,1,0,8,0,400,8320
Bihar,853203,Parbatta,0,1,1,1,2,1,0,2,0,8,0,400,8320
Bihar,853203,Parbatta,0,1,1,2,2,1,0,2,0,8,630,600,11000
Bihar,853203,Parbatta,0,1,1,2,2,1,0,1,0,7,0,400,10000
Bihar,853203,Parbatta,0,1,1,1,2,1,0,2,0,7,830,340,14200
Bihar,853203,Parbatta,0,1,1,2,2,1,0,1,0,8,580,340,14100
Bihar,853203,Parbatta,0,0,2,1,1,1,0,2,0,4,0,250,14700
Bihar,853203,Parbatta,0,1,1,2,3,1,0,1,0,11,0,500,8800
Bihar,853203,Parbatta,0,1,0,1,2,1,0,2,0,8,1800,300,7700
Bihar,853203,Parbatta,0,1,1,1,2,1,0,1,0,7,1100,400,10000
Bihar,853203,Parbatta,0,1,1,1,3,2,0,1,0,7,0,700,12600
Bihar,853203,Parbatta,0,1,1,1,3,1,0,3,0,8,1050,450,11900
Bihar,853203,Parbatta,0,1,1,2,5,1,0,1,0,7,0,450,10900
Bihar,853203,Parbatta,0,1,1,2,3,1,0,1,0,8,910,900,9500
Bihar,853203,Parbatta,0,1,1,1,1,2,0,1,0,7,350,1050,15700
Bihar,853203,Parbatta,0,1,1,2,3,2,0,1,0,9,0,1050,15700
Bihar,855107,Dighalbank,0,1,1,2,4,1,0,1,0,11,0,450,14000
Bihar,855115,Kochadhamin,0,1,1,1,3,2,0,2,0,7,650,1050,15700
Bihar,855115,Kochadhamin,0,1,1,1,2,2,0,1,0,7,0,1050,15700
Bihar,855115,Kochadhamin,0,1,1,1,2,1,0,0,0,8,0,300,6700
Bihar,855115,Kochadhamin,0,0,1,2,2,1,0,1,0,7,0,450,5750
Bihar,855107,Pothia,0,1,1,1,1,1,0,1,0,6,0,500,13600
Bihar,855107,Pothia,0,1,1,1,1,1,0,1,0,6,0,400,10000
Bihar,855107,Pothia,0,1,1,2,3,1,0,1,0,8,0,400,10000
Bihar,855107,Pothia,0,1,1,2,2,2,0,1,0,7,0,400,13000
Bihar,855116,Thakurganj,0,1,1,2,4,1,0,1,0,10,0,400,10000
Bihar,855116,Thakurganj,0,1,1,2,3,1,0,2,0,9,0,380,9000
Bihar,855116,Thakurganj,0,1,1,1,1,1,0,2,0,6,0,380,9000
Bihar,855116,Thakurganj,0,1,1,1,1,1,0,1,0,5,0,380,9000
Bihar,811302,Barahiya,0,1,1,1,1,1,0,2,0,7,600,380,9000
Bihar,811302,Barahiya,0,1,1,1,3,1,0,2,0,9,1200,400,11000
Bihar,811302,Barahiya,0,1,1,2,2,1,0,1,0,8,1130,400,11000
Bihar,811302,Barahiya,0,0,1,1,1,1,0,3,0,7,0,1000,20000
Bihar,811302,Barahiya,0,1,1,1,3,2,0,2,0,8,1660,700,13500
Bihar,811311,Barahiya,0,1,1,1,2,1,0,1,0,7,720,450,11000
Bihar,811311,Halsi,0,1,1,2,3,1,0,2,0,7,200,450,11000
Bihar,811311,Halsi,0,1,1,1,2,1,0,3,0,7,0,450,11000
Bihar,811311,Halsi,0,1,1,1,2,1,0,1,0,6,420,450,11000
Bihar,811311,Halsi,0,1,1,1,1,1,0,1,0,5,0,450,11000
Bihar,811311,Halsi,0,1,1,1,2,1,0,2,0,7,0,450,11000
Bihar,811311,Halsi,0,1,1,2,2,1,0,2,0,8,0,450,11000
Bihar,811311,Halsi,0,1,1,1,2,1,0,1,0,7,0,350,7500
Bihar,811315,Halsi,0,1,1,1,3,2,0,2,0,8,1400,1250,24000
Bihar,811315,Halsi,0,1,1,1,1,2,0,1,0,8,0,1250,24000
Bihar,811315,Halsi,0,1,1,2,3,2,0,1,0,8,0,1250,24000
Bihar,811311,Pipariya,0,1,1,1,2,2,0,1,0,8,480,1250,24000
Bihar,811106,Surajgarha,0,1,1,1,2,2,0,2,0,8,500,1250,24000
Bihar,811106,Surajgarha,0,1,1,1,2,1,0,1,0,8,500,850,14500
Bihar,811112,Surajgarha,0,1,1,1,1,1,0,1,0,6,0,850,14500
Bihar,811310,Surajgarha,0,1,1,2,3,1,0,1,0,8,0,850,14500
Bihar,811310,Surajgarha,0,1,1,1,2,1,0,1,0,7,690,850,14500
Bihar,811310,Surajgarha,0,1,1,1,1,1,0,2,0,7,0,850,14500
Bihar,852101,Bihariganj,0,1,1,1,3,1,0,2,0,8,0,850,14500
Bihar,852131,Gamharia,0,1,1,2,2,1,0,1,0,8,0,850,14500
Bihar,852131,Gamharia,0,1,1,2,2,1,0,1,0,8,0,850,14500
Bihar,852131,Gamharia,0,1,1,1,2,1,0,2,0,7,930,400,13000
Bihar,852220,Gwalpara,0,0,1,2,3,1,0,2,0,9,0,350,8000
Bihar,852122,Murliganj,0,0,1,1,1,1,0,1,0,7,0,350,8000
Bihar,852128,Singheshwar,0,0,1,2,3,1,0,1,0,7,730,350,8000
Bihar,852128,Singheshwar,0,0,1,2,4,1,0,1,0,8,860,350,8000
Bihar,852128,Singheshwar,0,0,1,2,1,1,0,1,0,7,0,350,8000
Bihar,847235,Andharatharhi,0,0,1,1,1,1,0,1,0,6,0,350,8000
Bihar,847227,Babubarhi,0,0,1,1,2,1,0,1,0,7,0,350,8000
Bihar,847240,Harlakhi,0,0,1,1,2,1,0,1,0,8,620,300,7000
Bihar,847226,Kaluahi,0,1,1,2,3,1,0,1,0,8,0,300,13000
Bihar,847229,Kaluahi,0,1,1,2,3,1,0,2,0,10,0,300,13000
Bihar,847408,Madhepur,0,1,1,2,2,1,0,1,0,8,0,400,7500
Bihar,847308,Madhwapur,0,0,1,1,2,1,0,1,0,7,0,300,7000
Bihar,847234,Pandaul,0,0,1,2,3,1,0,2,0,8,1100,300,7000
Bihar,813201,Asarganj,0,1,1,2,3,1,0,1,0,8,0,400,7500
Bihar,813201,Asarganj,0,1,1,1,1,1,0,1,0,7,500,500,14100
Bihar,813201,Asarganj,0,1,1,2,3,1,0,1,0,8,0,600,28500
Bihar,813201,Asarganj,0,1,1,2,3,3,0,1,0,9,0,1700,35000
Bihar,813201,Asarganj,0,1,1,2,2,1,0,1,0,9,0,350,8500
Bihar,813201,Asarganj,0,1,1,1,2,1,0,1,0,7,1000,350,8500
Bihar,813201,Asarganj,0,1,1,1,2,1,0,1,0,7,1000,350,8500
Bihar,813201,Asarganj,0,1,1,1,2,1,0,2,0,7,0,350,8500
Bihar,811201,Bariarpur,0,1,1,1,3,1,0,1,0,7,280,350,8500
Bihar,811201,Bariarpur,0,1,1,2,2,1,0,2,0,6,0,350,8500
Bihar,811201,Bariarpur,0,1,1,1,3,1,0,1,0,7,530,350,8500
Bihar,811202,Bariarpur,0,1,1,1,1,1,0,1,0,6,0,340,14400
Bihar,811202,Bariarpur,0,0,1,1,2,1,0,1,0,7,500,500,11000
Bihar,811202,Bariarpur,0,1,1,1,1,1,0,3,0,6,390,1000,8500
Bihar,811202,Bariarpur,0,1,1,2,2,1,0,2,0,9,0,550,13400
Bihar,811202,Bariarpur,0,1,1,2,3,1,0,1,0,8,0,600,11000
Bihar,811202,Bariarpur,0,1,1,1,2,1,0,1,0,7,0,300,12300
Bihar,811202,Bariarpur,0,1,1,1,1,1,0,1,0,5,0,450,18000
Bihar,811202,Bariarpur,0,1,1,1,2,1,0,2,0,7,700,600,8500
Bihar,811202,Bariarpur,0,1,1,1,3,1,0,1,0,8,670,400,8490
Bihar,811202,Bariarpur,0,1,1,2,2,1,0,2,0,8,0,400,10800
Bihar,811211,Bariarpur,0,1,1,2,1,1,0,2,0,7,0,700,19300
Bihar,811211,Bariarpur,0,1,1,1,1,3,0,1,0,6,0,1500,26000
Bihar,811211,Bariarpur,0,1,1,1,2,1,0,1,0,6,250,600,16200
Bihar,811211,Bariarpur,0,1,1,1,2,1,0,1,0,7,740,600,16000
Bihar,811211,Bariarpur,0,0,1,1,1,1,0,1,0,6,0,150,8000
Bihar,811211,Bariarpur,0,1,1,2,4,2,0,2,0,10,900,900,27000
Bihar,811211,Bariarpur,0,1,1,1,2,1,0,1,0,7,0,500,8500
Bihar,811211,Bariarpur,0,1,1,2,2,1,0,2,0,10,960,900,9500
Bihar,811211,Bariarpur,0,1,1,2,1,1,0,2,0,7,0,900,9500
Bihar,811211,Bariarpur,0,1,1,1,2,1,0,1,0,8,0,900,9500
Bihar,811214,Jamalpur,0,1,1,2,2,2,0,3,0,7,0,850,26000
Bihar,811213,Kharagpur,0,1,1,1,2,1,0,1,0,7,0,400,9500
Bihar,811213,Kharagpur,0,1,1,2,1,1,0,1,0,7,0,380,9000
Bihar,811213,Kharagpur,0,1,1,2,3,1,0,0,0,8,0,350,11100
Bihar,811213,Kharagpur,0,1,1,1,3,1,0,1,0,7,1010,350,11000
Bihar,811213,Kharagpur,0,1,1,1,1,2,0,1,0,6,0,900,17000
Bihar,811213,Kharagpur,0,1,1,2,4,1,0,2,0,11,0,450,11000
Bihar,811213,Kharagpur,0,1,1,1,2,1,0,1,0,8,0,450,11000
Bihar,811213,Kharagpur,0,1,1,1,2,1,0,2,0,7,0,850,14500
Bihar,811213,Kharagpur,0,1,1,2,3,1,0,1,0,11,0,850,14500
Bihar,811213,Kharagpur,0,0,1,2,3,1,0,2,0,11,0,350,8000
Bihar,811213,Kharagpur,0,0,1,2,3,1,0,2,0,8,0,350,8000
Bihar,811213,Kharagpur,0,0,1,1,2,1,0,2,0,8,520,350,8000
Bihar,811213,Kharagpur,0,0,1,1,2,1,0,1,0,7,480,350,8000
Bihar,811213,Kharagpur,0,1,1,1,1,1,0,2,0,7,700,450,13500
Bihar,811213,Kharagpur,0,0,1,2,3,1,0,1,0,8,0,300,7000
Bihar,811213,Kharagpur,0,0,1,1,2,1,0,2,0,7,700,300,7000
Bihar,811213,Kharagpur,0,1,1,2,3,1,0,3,0,9,0,450,14000
Bihar,811213,Kharagpur,0,1,1,1,2,1,0,1,0,8,900,400,19000
Bihar,811213,Kharagpur,0,1,1,1,1,1,0,1,0,5,0,550,13600
Bihar,811213,Kharagpur,0,1,1,1,2,3,0,1,0,7,530,1550,19000
Bihar,811213,Kharagpur,0,1,1,2,2,4,0,1,0,7,0,2250,40000
Bihar,811213,Kharagpur,0,1,1,1,3,1,0,2,0,6,500,550,12850
Bihar,811213,Kharagpur,0,1,1,1,2,1,0,1,0,7,700,400,7500
Bihar,811213,Kharagpur,0,1,1,2,2,2,0,2,0,7,0,1150,26000
Bihar,811213,Kharagpur,0,1,1,2,3,3,0,2,0,8,0,1450,22000
Bihar,811213,Kharagpur,0,1,1,1,2,2,0,2,0,7,500,1000,16000
Bihar,811213,Kharagpur,0,1,1,2,3,2,0,2,0,7,0,1000,26000
Bihar,811213,Kharagpur,0,1,1,2,3,4,0,2,0,9,0,1800,37000
Bihar,811213,Kharagpur,0,1,0,1,2,3,0,1,0,7,480,1300,29200
Bihar,811213,Kharagpur,0,1,1,2,3,2,0,1,0,7,0,1000,16250
Bihar,811201,Munger Sadar,0,1,0,2,3,1,0,1,0,9,0,650,17500
Bihar,813201,Tarapur,0,1,1,1,2,1,0,0,0,7,310,400,10000
Bihar,813201,Tarapur,0,0,0,2,3,1,0,3,0,9,0,650,10500
Bihar,813221,Tarapur,0,1,1,1,2,1,0,3,0,7,540,400,11450
Bihar,811213,Tetiha Bambor,0,1,1,1,2,1,0,1,0,6,0,400,12450
Bihar,811213,Tetiha Bambor,0,1,1,1,1,2,0,1,0,8,990,900,20200
Bihar,811213,Tetiha Bambor,0,1,1,2,2,1,0,2,0,8,0,400,10950
Bihar,811213,Tetiha Bambor,0,1,1,1,2,2,0,1,0,8,0,1000,23400
Bihar,811213,Tetiha Bambor,0,0,2,1,2,1,0,1,0,8,630,600,9900
Bihar,811213,Tetiha Bambor,0,1,1,2,3,1,0,1,0,8,0,1000,9400
Bihar,811213,Tetiha Bambor,0,1,1,1,2,1,0,1,0,6,0,1000,12100
Bihar,811213,Tetiha Bambor,0,0,0,1,3,1,0,1,0,7,1300,225,8500
Bihar,811213,Tetiha Bambor,0,0,0,1,3,1,0,2,0,7,1300,225,8500
Bihar,811213,Tetiha Bambor,0,0,0,1,2,1,0,1,0,8,0,225,8500
Bihar,843117,Aurai,0,0,1,1,2,1,0,1,0,7,0,300,4500
Bihar,843117,Aurai,0,1,1,1,2,1,0,3,0,8,760,600,17000
Bihar,843117,Aurai,0,1,1,2,3,1,0,1,0,8,0,600,17000
Bihar,843117,Aurai,0,1,1,1,2,2,0,2,0,8,0,800,22000
Bihar,843117,Aurai,0,1,1,2,3,1,0,1,0,8,0,450,10500
Bihar,843117,Aurai,0,0,1,2,2,1,0,1,0,7,900,220,12000
Bihar,843117,Aurai,0,0,1,2,3,1,0,1,0,8,540,220,12000
Bihar,843117,Aurai,0,0,1,2,1,1,0,1,0,7,0,220,12000
Bihar,843117,Aurai,0,1,1,2,3,1,0,1,0,9,0,450,14000
Bihar,843117,Aurai,0,1,1,1,2,1,0,1,0,7,1100,450,14000
Bihar,843117,Aurai,0,1,1,2,3,1,0,2,0,8,0,450,14000
Bihar,843117,Aurai,0,1,1,2,3,1,0,1,0,8,330,450,14000
Bihar,843129,Aurai,0,1,1,2,3,1,0,1,0,10,0,450,14000
Bihar,843312,Aurai,0,1,1,2,3,1,0,1,0,9,0,450,14000
Bihar,843115,Bandra,0,1,1,1,1,2,0,1,0,6,0,1000,24000
Bihar,843115,Bandra,0,1,1,2,3,2,0,1,0,7,0,820,22000
Bihar,843115,Bandra,0,0,1,1,2,1,0,2,0,8,400,150,7000
Bihar,843115,Bandra,0,1,1,2,3,2,0,1,0,8,0,800,12800
Bihar,843115,Bandra,0,1,1,1,2,3,0,2,0,7,0,1370,23700
Bihar,843111,Baruraj (motipur),0,1,1,1,2,2,0,1,0,6,60,700,15300
Bihar,843111,Baruraj (motipur),0,1,1,1,3,1,0,1,0,7,1260,400,7700
Bihar,843111,Baruraj (motipur),0,1,1,1,1,1,0,3,0,7,450,350,17600
Bihar,843111,Baruraj (motipur),0,1,1,2,4,1,0,1,0,9,0,350,16500
Bihar,843111,Baruraj (motipur),0,1,2,1,1,4,0,1,0,7,0,2500,58600
Bihar,843122,Baruraj (motipur),0,1,1,2,3,2,0,2,0,8,0,750,10500
Bihar,843124,Baruraj (motipur),0,1,1,2,4,1,0,1,0,10,0,600,16000
Bihar,843124,Baruraj (motipur),0,1,1,2,2,1,0,3,0,7,840,700,20100
Bihar,843124,Baruraj (motipur),0,1,1,2,3,1,0,2,0,8,0,700,19600
Bihar,843118,Bochaha,0,1,1,1,1,1,0,1,0,6,770,380,10200
Bihar,843129,Bochaha,0,1,1,1,1,1,0,2,0,6,0,380,9400
Bihar,843119,Dholi (moraul),0,1,1,2,3,1,0,1,0,7,0,500,7500
Bihar,843121,Dholi (moraul),0,1,1,1,1,1,0,1,0,6,0,400,6200
Bihar,843121,Dholi (moraul),0,1,1,1,2,1,0,1,0,7,0,400,6100
Bihar,843118,Gaighat,0,1,1,1,2,1,0,1,0,7,0,300,9000
Bihar,843118,Gaighat,0,1,0,2,3,2,0,2,0,8,400,800,12400
Bihar,843118,Gaighat,0,1,1,2,3,1,0,1,0,9,0,300,15600
Bihar,843118,Gaighat,0,1,1,1,2,1,0,1,0,8,900,450,8500
Bihar,843118,Gaighat,0,0,1,1,3,1,0,2,0,7,1420,400,8600
Bihar,843118,Gaighat,0,0,1,2,3,1,0,1,0,8,0,400,9500
Bihar,843118,Gaighat,0,1,1,1,3,1,0,1,0,8,600,450,10799
Bihar,843118,Gaighat,0,1,1,2,3,2,0,1,0,8,0,1100,17360
Bihar,843118,Gaighat,0,1,1,2,3,1,0,2,0,9,0,750,12000
Bihar,843321,Gaighat,0,1,1,1,2,1,0,2,0,7,430,600,8899
Bihar,847107,Gaighat,0,1,1,1,2,1,0,2,0,6,780,600,8699
Bihar,843108,Kanti,0,1,1,2,3,1,0,1,0,10,1370,500,11000
Bihar,843108,Kanti,0,0,1,2,2,1,0,1,0,9,730,600,6000
Bihar,843108,Kanti,0,0,1,2,2,1,0,2,0,8,260,450,9700
Bihar,843108,Kanti,0,0,1,2,3,1,0,2,0,7,0,500,12100
Bihar,843109,Kanti,0,1,1,2,3,1,0,2,0,8,580,300,9800
Bihar,843109,Kanti,0,1,1,1,2,1,0,2,0,7,0,400,7000
Bihar,843109,Kanti,0,0,2,1,3,1,0,2,0,10,0,300,11750
Bihar,843109,Kanti,0,1,0,1,2,2,0,2,0,7,900,800,11200
Bihar,843109,Kanti,0,1,0,1,2,2,0,1,0,6,0,800,11200
Bihar,843321,Katra,0,1,0,3,2,1,0,2,0,9,140,400,15110
Bihar,843321,Katra,0,0,2,1,1,1,0,1,0,7,0,500,10500
Bihar,843360,Katra,0,1,1,1,2,1,0,2,0,9,820,750,11900
Bihar,842002,Kurhani,0,1,1,2,3,2,0,1,0,7,0,900,17000
Bihar,843119,Kurhani,0,1,1,1,3,1,0,1,0,7,620,450,10500
Bihar,844120,Kurhani,0,1,1,1,2,2,0,1,0,7,1100,650,16000
Bihar,844120,Kurhani,0,1,1,2,3,1,0,2,0,8,680,400,10000
Bihar,844120,Kurhani,0,1,1,3,2,2,0,1,0,8,0,400,13000
Bihar,844120,Kurhani,0,1,1,2,3,1,0,1,0,8,0,380,9000
Bihar,844120,Kurhani,0,1,1,2,4,1,0,1,0,8,620,300,13000
Bihar,844120,Kurhani,0,1,1,1,2,1,0,2,0,8,790,450,11000
Bihar,844120,Kurhani,0,1,1,1,2,2,0,1,0,7,150,800,18000
Bihar,844127,Kurhani,0,1,1,1,2,2,0,2,0,7,670,1000,17100
Bihar,844127,Kurhani,0,0,1,2,2,1,0,1,0,7,0,420,8300
Bihar,844127,Kurhani,0,1,1,1,2,1,0,1,0,8,740,600,7100
Bihar,844127,Kurhani,0,1,1,1,2,3,0,2,0,7,940,1400,19200
Bihar,843113,Marwan,0,1,1,2,5,1,0,1,0,10,0,600,8299
Bihar,843117,Minapur,0,1,1,1,2,1,0,1,0,8,0,400,9500
Bihar,843117,Minapur,0,1,1,1,1,1,0,1,0,6,700,400,6200
Bihar,843117,Minapur,0,1,1,2,3,3,0,1,0,9,0,1200,23600
Bihar,843117,Minapur,0,0,2,2,3,1,0,1,0,9,0,600,22450
Bihar,843128,Minapur,0,1,1,1,2,1,0,1,0,8,430,600,12200
Bihar,843128,Minapur,0,1,2,1,1,2,0,2,0,7,140,800,28000
Bihar,843128,Minapur,0,1,0,1,3,2,0,1,0,8,700,1000,12900
Bihar,843128,Minapur,0,1,1,2,2,1,0,2,0,6,0,500,16900
Bihar,843128,Minapur,0,1,1,1,1,1,0,2,0,6,0,500,9500
Bihar,843128,Minapur,0,0,1,1,2,1,0,1,0,8,0,400,5200
Bihar,843128,Minapur,0,1,1,1,3,1,0,1,0,7,780,450,15700
Bihar,843128,Minapur,0,1,1,2,3,1,0,3,0,10,0,360,9300
Bihar,843128,Minapur,0,1,1,2,3,1,0,1,0,7,0,500,12900
Bihar,843128,Minapur,0,1,1,2,3,1,0,1,0,7,900,350,10400
Bihar,843128,Minapur,0,1,2,2,3,1,0,1,0,10,0,650,19400
Bihar,843128,Minapur,0,1,1,2,3,1,0,2,0,8,0,600,8100
Bihar,843165,Minapur,0,1,1,1,2,2,0,1,0,7,0,900,14900
Bihar,842001,Musahri,0,1,1,1,1,1,0,1,0,8,430,500,10500
Bihar,842001,Musahri,0,1,1,2,3,1,0,1,0,9,0,600,9350
Bihar,842001,Musahri,0,1,1,2,3,2,0,3,0,9,0,800,20000
Bihar,842001,Musahri,0,0,1,2,3,1,0,1,0,9,1020,200,11500
Bihar,842001,Musahri,0,1,1,1,3,1,0,1,0,8,1420,450,14000
Bihar,842001,Musahri,0,1,1,2,1,1,0,1,0,7,840,450,14000
Bihar,842001,Musahri,0,1,1,1,3,2,0,2,0,7,600,950,13500
Bihar,842001,Musahri,0,1,1,1,1,2,0,2,0,6,540,950,13500
Bihar,842001,Musahri,0,0,0,1,1,1,0,1,0,6,0,400,6700
Bihar,842001,Musahri,0,1,0,2,3,1,0,2,0,10,1390,400,12600
Bihar,842001,Musahri,0,1,1,2,3,2,0,2,0,10,0,700,13900
Bihar,842001,Musahri,0,0,1,1,2,1,0,2,0,8,0,400,9700
Bihar,842001,Musahri,0,1,1,2,3,2,0,1,0,8,0,800,12800
Bihar,842001,Musahri,0,1,1,1,1,3,0,1,0,7,0,1370,23700
Bihar,842001,Musahri,0,1,1,2,3,2,0,3,0,7,0,700,15300
Bihar,842001,Musahri,0,1,1,2,2,1,0,2,0,7,0,400,7700
Bihar,842001,Musahri,0,1,1,2,3,1,0,1,0,8,880,350,17600
Bihar,842001,Musahri,0,1,1,1,2,1,0,3,0,6,680,350,16500
Bihar,842001,Musahri,0,1,2,1,1,4,0,3,0,6,0,2500,58600
Bihar,842001,Musahri,0,1,1,1,4,2,0,1,0,10,2170,750,10500
Bihar,842001,Musahri,0,1,1,1,1,1,0,3,0,5,200,600,16000
Bihar,842001,Musahri,0,1,1,2,3,1,0,2,0,13,0,700,20100
Bihar,842001,Musahri,0,1,1,1,1,1,0,2,0,7,0,700,19600
Bihar,842001,Musahri,0,1,1,1,2,1,0,2,0,8,770,380,10200
Bihar,842001,Musahri,0,1,1,1,2,1,0,3,0,8,0,380,9400
Bihar,842001,Musahri,0,1,1,2,3,1,0,1,0,8,0,500,7500
Bihar,842002,Musahri,0,1,1,1,3,1,0,2,0,8,1450,400,6200
Bihar,842002,Musahri,0,1,1,2,3,1,0,2,0,9,0,400,6100
Bihar,842002,Musahri,0,1,1,1,2,1,0,1,0,7,740,300,9000
Bihar,842002,Musahri,0,1,0,1,2,2,0,1,0,8,0,800,12400
Bihar,842002,Musahri,0,1,1,1,4,1,0,1,0,10,0,300,15600
Bihar,842002,Musahri,0,1,1,2,3,1,0,1,0,9,0,450,8500
Bihar,843146,Musahri,0,0,1,2,4,1,0,1,0,10,0,400,8600
Bihar,843146,Musahri,0,0,1,1,2,1,0,1,0,7,0,400,9500
Bihar,843146,Musahri,0,1,1,1,1,1,0,2,0,7,0,450,10799
Bihar,843146,Musahri,0,1,1,2,3,2,0,2,0,8,0,1100,17360
Bihar,843146,Musahri,0,1,1,1,3,1,0,1,0,7,900,750,12000
Bihar,842003,Mushahari,0,1,1,2,2,1,0,1,0,7,0,600,8899
Bihar,842003,Mushahari,0,1,1,1,2,1,0,1,0,7,890,600,8699
Bihar,843116,Mushahari,0,1,1,1,1,1,0,2,0,7,0,500,11000
Bihar,843107,Paroo,0,0,1,1,1,1,0,1,0,7,240,600,6000
Bihar,843122,Paroo,0,0,1,1,2,1,0,1,0,9,660,450,9700
Bihar,843123,Paroo,0,0,1,1,3,1,0,1,0,7,1180,500,12100
Bihar,843125,Sahebganj,0,1,1,1,1,1,0,1,0,7,0,300,9800
Bihar,843104,Sakra,0,1,1,1,1,1,0,2,0,6,0,400,7000
Bihar,843104,Sakra,0,0,2,1,2,1,0,2,0,6,800,300,11750
Bihar,843105,Sakra,0,1,0,2,1,2,0,1,0,7,0,800,11200
Bihar,843105,Sakra,0,1,0,1,3,2,0,2,0,9,420,800,11200
Bihar,843105,Sakra,0,1,0,2,3,1,0,2,0,8,0,400,15110
Bihar,843105,Sakra,0,0,2,1,1,1,0,3,0,5,0,500,10500
Bihar,843105,Sakra,0,1,1,2,3,1,0,1,0,10,0,750,11900
Bihar,843119,Sakra,0,1,1,1,2,2,0,1,0,7,0,900,17000
Bihar,843144,Sakra,0,1,1,2,3,1,0,1,0,8,680,450,10500
Bihar,843106,Saraiya,0,1,1,1,1,2,0,2,0,7,0,650,16000
Bihar,843106,Saraiya,0,1,1,1,2,1,0,2,0,7,670,400,10000
Bihar,843106,Saraiya,0,1,1,1,2,2,0,2,0,7,0,400,13000
Bihar,843106,Saraiya,0,1,1,1,3,1,0,2,0,8,480,380,9000
Bihar,843122,Saraiya,0,1,1,1,2,1,0,1,0,7,0,300,13000
Bihar,843123,Saraiya,0,1,1,1,2,1,0,1,0,7,0,450,11000
